ID,NAME,CREATED,CREATED (MS),UPDATED,UPDATED (MS),TAGS,Patient Count,Encounter Count,Interaction Count,Enrollment Count,Call Attempts Count,Archived Call Attempts Count,Patient Issues,Patient Events,Unit Visits
5aa81efd74410fa8504e9aea,Geisinger Health System,Tue Mar 13 2018 14:57:01 GMT-0400 (Eastern Daylight Time),1520970000000,Sun May 02 2021 10:31:54 GMT-0400 (Eastern Daylight Time),1619970000000,"hl7,implementation,orchid,sftp,sso",724652,16858182,604917,0,0,0,7783,11039,17430587
5b71f329ff16722f5cb4edb2,Sutter Independent Physicians,Mon Aug 13 2018 17:07:53 GMT-0400 (Eastern Daylight Time),1534190000000,Fri Mar 05 2021 11:06:50 GMT-0500 (Eastern Standard Time),1614960000000,"ambulatory,kiosk",5,5,0,0,0,0,0,0,4
58bec27a9c055208405da427,Inova Health System,Tue Mar 07 2017 09:23:54 GMT-0500 (Eastern Standard Time),1488900000000,Mon Apr 19 2021 14:31:41 GMT-0400 (Eastern Daylight Time),1618860000000,"hl7,orchid,voice",599330,2403336,1038069,0,492,480646,22729,137419,3419583
591b3c8dd27cbe3b8712b576,Peninsula Regional Medical Center,Tue May 16 2017 13:53:17 GMT-0400 (Eastern Daylight Time),1494960000000,Tue Jan 26 2021 22:01:19 GMT-0500 (Eastern Standard Time),1611720000000,"hl7,orchid",159198,1938894,73381,47,0,0,169,1562,2137616
59555bcdd27cbeae95530829,Johns Hopkins Health System,Thu Jun 29 2017 15:58:05 GMT-0400 (Eastern Daylight Time),1498770000000,Wed Apr 28 2021 09:22:38 GMT-0400 (Eastern Daylight Time),1619620000000,"hl7,orchid,sso",538091,5650870,2594331,0,163465,2949009,1388,2291493,7464426
59bc2849ff167259af2f1c8c,Staten Island PPS,Fri Sep 15 2017 15:21:46 GMT-0400 (Eastern Daylight Time),1505500000000,Tue Jan 26 2021 22:00:59 GMT-0500 (Eastern Standard Time),1611720000000,"dsrip,pam,voice",87284,145538,107714,0,7798,1559620,2437,0,145754
5adfa033ff167296f95e72e7,Medical West,Tue Apr 24 2018 17:22:59 GMT-0400 (Eastern Daylight Time),1524600000000,Tue Jan 26 2021 22:02:06 GMT-0500 (Eastern Standard Time),1611720000000,"hl7,orchid",93259,487550,26064,0,0,0,6360,981,596789
5b4f50dcff16722008feef6e,Westchester Medical Center,Wed Jul 18 2018 10:38:20 GMT-0400 (Eastern Daylight Time),1531920000000,Thu Dec 17 2020 20:19:25 GMT-0500 (Eastern Standard Time),1608250000000,"implementation,sftp,voice",80408,109302,89358,0,168,272006,0,29660,109470
52f023595241494e0a6c0000,Beaumont Health System,Mon Feb 03 2014 18:16:41 GMT-0500 (Eastern Standard Time),1391470000000,Fri Feb 19 2021 11:36:07 GMT-0500 (Eastern Standard Time),1613750000000,"sftp,voice",282012,492873,66121,0,26,189604,12719,4474,549750
527191f2677affa59a00000b,Bethesda Health,Wed Oct 30 2013 19:10:42 GMT-0400 (Eastern Daylight Time),1383170000000,Tue Dec 15 2020 09:52:37 GMT-0500 (Eastern Standard Time),1608040000000,"sftp,voice",57919,81165,72592,0,46,190639,10111,2554,81215
51acb77a677affadae000115,SCL - St. James Healthcare,Mon Jun 03 2013 11:34:18 GMT-0400 (Eastern Daylight Time),1370270000000,Tue Dec 15 2020 09:57:56 GMT-0500 (Eastern Standard Time),1608040000000,voice,10355,16519,15998,0,2,47026,2056,0,16519
5522cb8d5241496bfe2e0400,Kingsbrook Jewish Medical Center,Mon Apr 06 2015 14:08:13 GMT-0400 (Eastern Daylight Time),1428340000000,Mon Mar 08 2021 15:26:03 GMT-0500 (Eastern Standard Time),1615240000000,echo,85584,242597,1333,0,2,3976,4,0,269774
574f072dacc0db06c8000046,Providigm,Wed Jun 01 2016 12:02:53 GMT-0400 (Eastern Daylight Time),1464800000000,Tue Dec 15 2020 09:59:00 GMT-0500 (Eastern Standard Time),1608040000000,implementation,0,0,0,0,0,0,0,0,0
57ebef63acc0db66042c1d82,Manatee Memorial Hospital,Wed Sep 28 2016 12:27:15 GMT-0400 (Eastern Daylight Time),1475080000000,Tue Dec 15 2020 09:59:41 GMT-0500 (Eastern Standard Time),1608040000000,"hl7,implementation,orchid",10,10,11,0,0,0,15,0,16
585189588e82a84f693d4c24,ASCENT,Wed Dec 14 2016 13:03:04 GMT-0500 (Eastern Standard Time),1481740000000,Tue Apr 27 2021 11:53:12 GMT-0400 (Eastern Daylight Time),1619540000000,"hl7,view",325869,2356542,19429,3,2132,42243,9677,3945,3895878
591db38dd27cbe8dc3f577b5,Saint Francis Hospital and Medical Center,Thu May 18 2017 10:45:33 GMT-0400 (Eastern Daylight Time),1495120000000,Tue Apr 06 2021 15:19:17 GMT-0400 (Eastern Daylight Time),1617740000000,"sftp,voice",97037,229126,337736,0,436,1596014,33411,40253,229470
59516787d27cbede1924d757,Community Health Network,Mon Jun 26 2017 15:59:03 GMT-0400 (Eastern Daylight Time),1498510000000,Fri Apr 30 2021 16:25:20 GMT-0400 (Eastern Daylight Time),1619810000000,"hl7,orchid",597493,7871724,2956228,0,233533,2586412,23855,2134861,7149514
59dcd0bcff167278f2dea538,Nascentia Health,Tue Oct 10 2017 09:53:00 GMT-0400 (Eastern Daylight Time),1507640000000,Tue Jan 26 2021 22:01:02 GMT-0500 (Eastern Standard Time),1611720000000,"hha,sftp,voice",24482,20580,41782,24456,1295,90803,13451,9912,33595
5b182aacd27cbe7487a74365,Marshall Health,Wed Jun 06 2018 14:40:44 GMT-0400 (Eastern Daylight Time),1528310000000,Thu Apr 22 2021 13:28:39 GMT-0400 (Eastern Daylight Time),1619110000000,"appointment reminders,sftp,voice",222716,1427569,1196939,0,20459,1902676,881941,316549,313853
5b4ca0c7ff16723d0f9a617b,Beebe Healthcare,Mon Jul 16 2018 09:42:31 GMT-0400 (Eastern Daylight Time),1531750000000,Thu Apr 22 2021 13:38:20 GMT-0400 (Eastern Daylight Time),1619110000000,"sftp,voice",57738,106242,87666,117912,293,221924,7776,36518,106295
546e65f952414901d8b20200,UnityPoint Health,Thu Nov 20 2014 17:06:48 GMT-0500 (Eastern Standard Time),1416520000000,Wed Dec 16 2020 22:10:43 GMT-0500 (Eastern Standard Time),1608170000000,orchid,13628,34543,3133,116169,0,0,71,0,43078
51ae3d85acc0db2995000002,SCL - Saint Joseph Hospital,Tue Jun 04 2013 15:18:29 GMT-0400 (Eastern Daylight Time),1370370000000,Tue Dec 15 2020 09:53:33 GMT-0500 (Eastern Standard Time),1608040000000,"orchid,voice",230968,856433,252138,5,6,382075,94178,0,1363003
557f57815241496e57820200,Rush University Medical Center,Mon Jun 15 2015 18:53:53 GMT-0400 (Eastern Daylight Time),1434410000000,Thu Apr 15 2021 11:02:59 GMT-0400 (Eastern Daylight Time),1618500000000,"hl7,orchid",310629,549503,363100,0,475,650110,21146,46264,817064
516e91ab26a97a325d000001,Bronx Lebanon Hospital Center,Wed Apr 17 2013 08:12:27 GMT-0400 (Eastern Daylight Time),1366200000000,Tue Jan 26 2021 22:02:40 GMT-0500 (Eastern Standard Time),1611720000000,"hl7,orchid,voice",425272,4958921,1302807,0,668,4404722,67664,97816,5364721
57a48b46677aff47c8c8c34e,Cedar Community,Fri Aug 05 2016 08:49:10 GMT-0400 (Eastern Daylight Time),1470400000000,Fri Dec 18 2020 09:58:24 GMT-0500 (Eastern Standard Time),1608300000000,"snf,voice",1793,2573,10085,0,43,24546,1298,131,2698
583f7a62da771056d68c122a,Well Care Home Health,Wed Nov 30 2016 20:18:26 GMT-0500 (Eastern Standard Time),1480560000000,Fri Apr 02 2021 15:28:51 GMT-0400 (Eastern Daylight Time),1617390000000,"hha,orchid,sftp,voice",49936,63452,197263,0,219,320616,22947,298,66787
58f5155874410f7afcd151ea,Selin CP Name,Mon Apr 17 2017 15:19:52 GMT-0400 (Eastern Daylight Time),1492460000000,Tue Apr 27 2021 16:17:46 GMT-0400 (Eastern Daylight Time),1619550000000,,28,32,37,3,1,65,26,9,33
59c091e3d27cbe326af69d68,CHI Health,Mon Sep 18 2017 23:41:23 GMT-0400 (Eastern Daylight Time),1505790000000,Thu Apr 15 2021 10:29:26 GMT-0400 (Eastern Daylight Time),1618500000000,"hl7,orchid,sso,voice",725242,8314409,655847,0,139,172961,19558,45298,8851256
5a944e9fd27cbe7a4c7adc33,Schneck Medical Center,Mon Feb 26 2018 13:14:55 GMT-0500 (Eastern Standard Time),1519670000000,Tue Jan 26 2021 22:01:24 GMT-0500 (Eastern Standard Time),1611720000000,"appointment reminders,hl7,voice",60761,584581,336482,0,8485,478480,118089,101630,103532
551424215241491cd50b0000,Baptist Health,Thu Mar 26 2015 11:22:09 GMT-0400 (Eastern Daylight Time),1427380000000,Thu Dec 17 2020 09:31:43 GMT-0500 (Eastern Standard Time),1608220000000,voice,122827,201415,70349,0,88,209729,9283,3511,201730
55aef3d15241493cb2d40100,Wichita Falls GI Associates,Tue Jul 21 2015 21:37:21 GMT-0400 (Eastern Daylight Time),1437530000000,Wed Mar 17 2021 15:18:44 GMT-0400 (Eastern Daylight Time),1616010000000,"appointment reminders,kiosk,orchid,voice",34991,159372,153550,0,937,385667,70876,5610,208174
559d9b1452414928ff9d0000,University of Pennsylvania Health System,Wed Jul 08 2015 17:50:12 GMT-0400 (Eastern Daylight Time),1436390000000,Fri Apr 30 2021 17:00:29 GMT-0400 (Eastern Daylight Time),1619820000000,voice,503881,7044147,3103403,0,24789,5253450,219230,2333743,19074364
562529d15241495c5e530000,Flagler Hospital,Mon Oct 19 2015 13:35:13 GMT-0400 (Eastern Daylight Time),1445280000000,Thu Feb 11 2021 12:12:22 GMT-0500 (Eastern Standard Time),1613060000000,"orchid,voice",53149,95024,93906,0,12,47501,10789,1154,213252
57882c6b4004122fb14f4094,Sturdy Memorial Hospital,Thu Jul 14 2016 20:20:59 GMT-0400 (Eastern Daylight Time),1468540000000,Thu Dec 17 2020 06:02:19 GMT-0500 (Eastern Standard Time),1608200000000,voice,67928,140287,131077,0,1177,384368,5790,15408,140290
59ee651bd27cbe65baa14a23,Our Lady of the Lake Regional Medical Center,Mon Oct 23 2017 17:54:35 GMT-0400 (Eastern Daylight Time),1508800000000,Fri Mar 19 2021 13:15:25 GMT-0400 (Eastern Daylight Time),1616170000000,"hl7,orchid,sso",305244,1428506,192393,0,0,0,6384,3949,1878569
5acfa72aff16722d8f9117b0,Cedars-Sinai Medical Center,Thu Apr 12 2018 14:36:26 GMT-0400 (Eastern Daylight Time),1523560000000,Sat Apr 24 2021 14:17:28 GMT-0400 (Eastern Daylight Time),1619290000000,"implementation,pilot,sftp,voice",74118,116337,91590,0,176,224983,11740,37946,116343
5b06f54eff1672b95687c44b,Revival Home Health,Thu May 24 2018 13:24:30 GMT-0400 (Eastern Daylight Time),1527180000000,Mon Feb 01 2021 21:30:47 GMT-0500 (Eastern Standard Time),1612230000000,"hha,implementation",7843,5632,6460,0,3,7597,233,6522,7614
5b2286ddff1672e6cf391489,Christiana Care Health System,Thu Jun 14 2018 11:16:45 GMT-0400 (Eastern Daylight Time),1528990000000,Fri Apr 16 2021 01:02:41 GMT-0400 (Eastern Daylight Time),1618550000000,"hl7,implementation,orchid,sso",247635,583236,248064,0,0,40,1932,7,863393
5b6dac0e74410f377770e4df,Hill Physicians Medical Group,Fri Aug 10 2018 11:15:26 GMT-0400 (Eastern Daylight Time),1533910000000,Tue Apr 27 2021 16:30:40 GMT-0400 (Eastern Daylight Time),1619560000000,"sftp,voice",124867,290877,264672,0,429,474396,10179,110056,248775
51af69c4acc0db6d5e000189,SCL - Good Samaritan Medical Center,Wed Jun 05 2013 12:39:32 GMT-0400 (Eastern Daylight Time),1370450000000,Tue Dec 15 2020 09:58:02 GMT-0500 (Eastern Standard Time),1608040000000,"orchid,voice",124172,263731,83490,0,0,5687,31997,0,330497
5175aa7e1b85b034fb00007a,Saint Francis Hospital,Mon Apr 22 2013 17:24:14 GMT-0400 (Eastern Daylight Time),1366670000000,Fri Apr 30 2021 14:23:04 GMT-0400 (Eastern Daylight Time),1619810000000,voice,520504,1375543,263751,0,606,676967,50552,24596,1375698
5785446a677aff398bd74cf6,University of Alabama Birmingham,Tue Jul 12 2016 15:26:34 GMT-0400 (Eastern Daylight Time),1468350000000,Fri Apr 02 2021 14:45:38 GMT-0400 (Eastern Daylight Time),1617390000000,"echo,hl7,orchid,sso",564215,10548544,349293,7,2,12974,3211,9473,11784014
58cfe3a074410f2d1ecca7a9,University of Virginia Health,Mon Mar 20 2017 10:13:52 GMT-0400 (Eastern Daylight Time),1490020000000,Thu Apr 22 2021 11:07:53 GMT-0400 (Eastern Daylight Time),1619100000000,"hl7,kiosk,orchid,sso",409207,6020320,393924,1,0,0,2298,5503,6252298
58dc22189c05524a52b01691,Carson Tahoe,Wed Mar 29 2017 17:07:36 GMT-0400 (Eastern Daylight Time),1490820000000,Thu Apr 01 2021 14:53:30 GMT-0400 (Eastern Daylight Time),1617300000000,"hl7,kiosk,orchid,sftp,voice",123342,960600,128449,0,102,209277,13095,19535,1441187
5978d9d4d27cbea259272282,Seattle Childrens Hospital,Wed Jul 26 2017 14:05:08 GMT-0400 (Eastern Daylight Time),1501090000000,Fri Mar 19 2021 17:50:57 GMT-0400 (Eastern Daylight Time),1616190000000,"implementation,sftp,voice",24712,38483,37050,0,468,87069,4939,8329,38483
5a0f22d4ff16725c1630d97c,Priority Partners,Fri Nov 17 2017 12:56:36 GMT-0500 (Eastern Standard Time),1510940000000,Tue Apr 27 2021 13:46:09 GMT-0400 (Eastern Daylight Time),1619550000000,"mco,payor,preventive,voice",154569,724131,468949,30495,9098,1982651,339155,334058,723604
5628fda05241492dafde0600,Maryland Community Health System,Thu Oct 22 2015 11:15:44 GMT-0400 (Eastern Daylight Time),1445530000000,Mon Dec 21 2020 15:22:20 GMT-0500 (Eastern Standard Time),1608580000000,"fqhc,sftp,voice",135272,491354,150108,94711,168,628894,69754,19261,510225
53d915aa61706f4842020000,United Regional Hospital,Wed Jul 30 2014 11:56:26 GMT-0400 (Eastern Daylight Time),1406740000000,Fri Apr 30 2021 20:24:19 GMT-0400 (Eastern Daylight Time),1619830000000,"orchid,voice",145707,609761,409560,0,781,1277140,35145,29942,1242616
520b9fed677aff2618000073,UCSF Medical Center,Wed Aug 14 2013 11:19:09 GMT-0400 (Eastern Daylight Time),1376490000000,Thu Apr 29 2021 18:04:21 GMT-0400 (Eastern Daylight Time),1619730000000,"kiosk,orchid,preventive,sso,view,voice",534011,3021016,1170760,22,6566,3328799,262306,370290,4102639
55940e9c5241495e497c0100,Oneida Health Care,Wed Jul 01 2015 12:00:28 GMT-0400 (Eastern Daylight Time),1435770000000,Fri Mar 12 2021 11:07:53 GMT-0500 (Eastern Standard Time),1615570000000,"justin!,orchid,voice",67036,336107,91276,8,148,258308,6352,9673,338014
572711b64004120d850001bc,NYC Health and Hospitals Corporation,Mon May 02 2016 04:37:10 GMT-0400 (Eastern Daylight Time),1462180000000,Fri Apr 30 2021 14:35:03 GMT-0400 (Eastern Daylight Time),1619810000000,"dsrip,pam,voice",658715,1359712,1149302,32070,2110,9283576,15731,0,1373407
5730ee00acc0db0fee00012f,Northwell Health,Mon May 09 2016 16:07:28 GMT-0400 (Eastern Daylight Time),1462820000000,Fri Apr 30 2021 09:56:56 GMT-0400 (Eastern Daylight Time),1619790000000,"hl7,orchid,sso",989866,2836728,873784,0,0,0,8674,9821,4296437
58f6cd49d27cbe42a2fed86f,University of Cincinnati Medical Center,Tue Apr 18 2017 22:36:57 GMT-0400 (Eastern Daylight Time),1492570000000,Wed Apr 21 2021 14:13:47 GMT-0400 (Eastern Daylight Time),1619030000000,"hl7,orchid,sso",342081,3649912,124246,3,0,0,1850,4486,3982040
5af48014ff167217fbe09c60,Reid Health,Thu May 10 2018 13:23:32 GMT-0400 (Eastern Daylight Time),1525970000000,Wed Mar 17 2021 15:19:57 GMT-0400 (Eastern Daylight Time),1616010000000,"hl7,orchid",56575,181514,121071,0,0,0,0,4,241659
54614dcd5241497e8e370000,HAHV,Mon Nov 10 2014 18:44:13 GMT-0500 (Eastern Standard Time),1415660000000,Mon Mar 15 2021 11:18:09 GMT-0400 (Eastern Daylight Time),1615820000000,"orchid,voice",73180,244807,416359,3,245,339322,14788,8054,301188
51c7d099677affcc74000712,SCL - St. Mary's Medical Center,Mon Jun 24 2013 00:52:41 GMT-0400 (Eastern Daylight Time),1372050000000,Tue Dec 15 2020 09:57:56 GMT-0500 (Eastern Standard Time),1608040000000,voice,97616,233975,137311,0,4,358920,11622,0,233976
58c84e1074410f666aef1f74,Eyra Care Provider,Tue Mar 14 2017 16:09:52 GMT-0400 (Eastern Daylight Time),1489520000000,Tue Dec 15 2020 10:00:46 GMT-0500 (Eastern Standard Time),1608040000000,,1,1,0,0,0,0,0,0,1
5ae74f5fd27cbe53d0832236,Cambridge Health Alliance,Mon Apr 30 2018 13:16:15 GMT-0400 (Eastern Daylight Time),1525110000000,Tue Jan 26 2021 22:01:01 GMT-0500 (Eastern Standard Time),1611720000000,"appointment reminders,implementation,preventive,sftp,voice",148609,1613405,1373011,20292,23650,2326347,4643,272799,634972
5b61c887ff16723570077169,Texas Children's Hospital,Wed Aug 01 2018 10:49:43 GMT-0400 (Eastern Daylight Time),1533130000000,Wed Apr 14 2021 12:04:36 GMT-0400 (Eastern Daylight Time),1618420000000,"hl7,implementation,orchid",608507,3028875,22371,0,0,0,173,0,3192102
556f4e7f52414947ffb50000,Alecto Healthcare,Wed Jun 03 2015 14:59:11 GMT-0400 (Eastern Daylight Time),1433360000000,Tue Jan 26 2021 22:01:20 GMT-0500 (Eastern Standard Time),1611720000000,"hl7,orchid,sftp,voice",105822,209939,34736,0,160,81696,5139,2417,249748
5175aa971b85b034fb00007c,St. Joseph's Hospital and Health Center,Mon Apr 22 2013 17:24:39 GMT-0400 (Eastern Daylight Time),1366670000000,Thu Dec 17 2020 08:01:22 GMT-0500 (Eastern Standard Time),1608210000000,voice,93101,166161,157172,0,110,347892,18271,15273,166164
53dfa9af5241492480080000,UCSD Medical Center,Mon Aug 04 2014 11:41:35 GMT-0400 (Eastern Daylight Time),1407170000000,Tue Apr 20 2021 13:02:41 GMT-0400 (Eastern Daylight Time),1618940000000,"preventive,voice",113656,249216,127424,21295,432,362234,83215,14897,249831
517801601b85b02a1e000003,Charleston Area Medical Center,Wed Apr 24 2013 11:59:28 GMT-0400 (Eastern Daylight Time),1366820000000,Wed Jan 27 2021 12:24:39 GMT-0500 (Eastern Standard Time),1611770000000,voice,141925,258764,314520,0,611,896388,71350,71573,263397
5519b9135241491e373c0200,Shannon Medical Center,Mon Mar 30 2015 16:58:59 GMT-0400 (Eastern Daylight Time),1427750000000,Wed Mar 31 2021 14:15:50 GMT-0400 (Eastern Daylight Time),1617210000000,"hl7,orchid,voice",111433,3628347,185085,0,198,290788,20047,35721,3767187
57b3270c677aff0b90d10dab,Rome Memorial Hospital,Tue Aug 16 2016 10:45:32 GMT-0400 (Eastern Daylight Time),1471360000000,Tue Apr 06 2021 15:19:38 GMT-0400 (Eastern Daylight Time),1617740000000,voice,14624,24425,12185,0,11,29495,1703,1122,24427
59893d6974410f2220d54d06,Eskenazi Health,Tue Aug 08 2017 00:26:17 GMT-0400 (Eastern Daylight Time),1502170000000,Mon Feb 08 2021 17:32:08 GMT-0500 (Eastern Standard Time),1612820000000,"appointment reminders,hl7,siu,voice",266036,6660664,1485369,0,27914,2636805,1496,137184,7002598
5b3e1f27ff1672feb3fb80df,RCCH HealthCare Partners,Thu Jul 05 2018 09:37:43 GMT-0400 (Eastern Daylight Time),1530800000000,Thu Apr 15 2021 13:54:24 GMT-0400 (Eastern Daylight Time),1618510000000,"hl7,implementation,orchid,voice",764096,2532218,349705,0,739,752153,43611,18491,3149557
5b60819ad27cbe9e835cc139,Southcoast Health,Tue Jul 31 2018 11:34:50 GMT-0400 (Eastern Daylight Time),1533050000000,Wed Apr 21 2021 09:55:50 GMT-0400 (Eastern Daylight Time),1619010000000,"hl7,implementation,orchid,sso",239530,1004778,31226,0,0,0,555,0,1152314
51c9ccbb677aff4218000528,Sentara Healthcare,Tue Jun 25 2013 13:00:43 GMT-0400 (Eastern Daylight Time),1372180000000,Fri Apr 23 2021 12:32:00 GMT-0400 (Eastern Daylight Time),1619200000000,"orchid,sftp,voice",1277572,3296681,1096540,1,848,1747771,223182,42339,8890660
51c0c559677affbffc001ed2,Providence Health & Services,Tue Jun 18 2013 16:38:49 GMT-0400 (Eastern Daylight Time),1371590000000,Fri Apr 30 2021 09:06:55 GMT-0400 (Eastern Daylight Time),1619790000000,"hl7,orchid,sso,voice",4331429,15369787,2501539,1,198,396685,105923,108339,19557215
5175a60b1b85b061b3000089,Camden Clark Medical Center,Mon Apr 22 2013 17:05:15 GMT-0400 (Eastern Daylight Time),1366660000000,Thu Dec 17 2020 06:51:05 GMT-0500 (Eastern Standard Time),1608210000000,voice,49377,77888,51627,0,3,112584,7102,4695,78794
55faceb85241492088930800,Norton Healthcare,Thu Sep 17 2015 10:31:20 GMT-0400 (Eastern Daylight Time),1442500000000,Tue Apr 20 2021 15:43:37 GMT-0400 (Eastern Daylight Time),1618950000000,"hl7,orchid,voice",644753,4248667,926225,1,135,231957,27638,57710,4922419
57e198204004123a2d758980,Mon General Hospital ,Tue Sep 20 2016 16:12:16 GMT-0400 (Eastern Daylight Time),1474400000000,Tue Dec 15 2020 09:59:37 GMT-0500 (Eastern Standard Time),1608040000000,orchid,435,90,75,0,0,0,7,0,90
57e2b9f7677aff4c4bdec324,King Faisal Specialist Hospital and Research Centre,Wed Sep 21 2016 12:48:55 GMT-0400 (Eastern Daylight Time),1474480000000,Tue Dec 15 2020 09:59:37 GMT-0500 (Eastern Standard Time),1608040000000,"international,pilot",4,3,13,0,0,0,12,0,3
583ec08a8e82a8782c2f0fd2,Northwest Michigan Surgery Center,Wed Nov 30 2016 07:05:30 GMT-0500 (Eastern Standard Time),1480510000000,Tue Mar 02 2021 12:16:27 GMT-0500 (Eastern Standard Time),1614710000000,"asc,sftp,voice",59412,83248,72234,0,49,130778,4240,13991,83165
58dd445b9c055263862ee74b,University of Illinois,Thu Mar 30 2017 13:46:03 GMT-0400 (Eastern Daylight Time),1490900000000,Thu Apr 29 2021 15:44:15 GMT-0400 (Eastern Daylight Time),1619730000000,"hl7,orchid,voice",359737,4781745,213191,0,197,170520,11068,15331,5080424
596f34d4d27cbe6ac13c93e2,Covenant Health,Wed Jul 19 2017 06:30:44 GMT-0400 (Eastern Daylight Time),1500460000000,Wed Apr 28 2021 11:13:41 GMT-0400 (Eastern Daylight Time),1619620000000,"view,voice",352652,1199802,38309,189843,105,47696,59596,134626,1540884
