ID,NAME,CREATED,CREATED (MS),LAST IMPORT,UPDATED,UPDATED (MS),TAGS
52eea00d524149252c710000,University of Miami Health System,Sun Feb 02 2014 14:44:13 GMT-0500 (Eastern Standard Time),1391370253986,Sun Jun 24 2018 18:06:27 GMT-0400 (Eastern Daylight Time),Mon Mar 28 2022 08:27:10 GMT-0400 (Eastern Daylight Time),1648470430717,"cancelled,hl7,orchid,voice"
561e61ff5241490adc890000,Dignity Health,Wed Oct 14 2015 10:09:03 GMT-0400 (Eastern Daylight Time),1444831743478,Wed Oct 14 2015 17:13:16 GMT-0400 (Eastern Daylight Time),Mon Mar 28 2022 08:27:11 GMT-0400 (Eastern Daylight Time),1648470431196,"demo,test"
55b0fdd95241497fbd7c0200,Pomona Valley Hospital Medical Center,Thu Jul 23 2015 10:44:41 GMT-0400 (Eastern Daylight Time),1437662681857,,Mon Mar 28 2022 08:27:11 GMT-0400 (Eastern Daylight Time),1648470431670,cancelled
52fe61815241497341ee0000,Decatur Morgan Hospital,Fri Feb 14 2014 13:33:37 GMT-0500 (Eastern Standard Time),1392402817706,Mon Apr 25 2022 15:42:18 GMT-0400 (Eastern Daylight Time),Wed Apr 20 2022 21:41:15 GMT-0400 (Eastern Daylight Time),1650505275221,"sftp,voice"
516fe0da1b85b0c38a000001,Tester (Prod),Thu Apr 18 2013 08:02:34 GMT-0400 (Eastern Daylight Time),1366286554019,Mon Nov 23 2020 14:16:32 GMT-0500 (Eastern Standard Time),Mon Mar 28 2022 08:27:12 GMT-0400 (Eastern Daylight Time),1648470432736,test
559d65e55241490d74ca0100,Mercy Health,Wed Jul 08 2015 14:03:17 GMT-0400 (Eastern Daylight Time),1436378597060,Mon Apr 25 2022 11:55:43 GMT-0400 (Eastern Daylight Time),Wed Apr 20 2022 22:03:03 GMT-0400 (Eastern Daylight Time),1650506583903,"implementation,sftp,voice"
54ca7ff852414961c0320000,St. Joseph's Medical Center,Thu Jan 29 2015 13:46:16 GMT-0500 (Eastern Standard Time),1422557176298,Fri Aug 07 2015 09:33:54 GMT-0400 (Eastern Daylight Time),Mon Mar 28 2022 08:27:13 GMT-0400 (Eastern Daylight Time),1648470433542,cancelled
52b07490acc0db2676000096,Orchid Demo Hospital,Tue Dec 17 2013 10:58:08 GMT-0500 (Eastern Standard Time),1387295888987,Thu May 31 2018 18:17:49 GMT-0400 (Eastern Daylight Time),Mon Mar 28 2022 08:27:14 GMT-0400 (Eastern Daylight Time),1648470434018,"demo,test"
5604248a61706f13b1111b00,HL7 Test Provider (Dignity Health),Thu Sep 24 2015 12:27:54 GMT-0400 (Eastern Daylight Time),1443112074714,,Mon Mar 28 2022 08:27:14 GMT-0400 (Eastern Daylight Time),1648470434492,"hl7,test"
569d37a640041260640000d6,HL7 Test Provider (Intermountain),Mon Jan 18 2016 14:06:14 GMT-0500 (Eastern Standard Time),1453143974063,Tue Apr 19 2022 17:27:27 GMT-0400 (Eastern Daylight Time),Tue Apr 19 2022 17:28:58 GMT-0400 (Eastern Daylight Time),1650403738391,"hl7,test"
577e81fdacc0db421b2ad029,TestHospital1,Thu Jul 07 2016 12:23:25 GMT-0400 (Eastern Daylight Time),1467908605336,,Mon Mar 28 2022 08:27:15 GMT-0400 (Eastern Daylight Time),1648470435353,test
57c5f759acc0db1ebcf578f9,HL7 Test Provider (University of Alabama Birmingham),Tue Aug 30 2016 17:15:05 GMT-0400 (Eastern Daylight Time),1472591705707,Fri Jun 16 2017 07:32:57 GMT-0400 (Eastern Daylight Time),Mon Mar 28 2022 08:27:15 GMT-0400 (Eastern Daylight Time),1648470435834,"hl7,test"
581211ba677aff7b1c213738,The New Jewish Home,Thu Oct 27 2016 10:39:54 GMT-0400 (Eastern Daylight Time),1477579194121,Wed Oct 02 2019 08:31:08 GMT-0400 (Eastern Daylight Time),Mon Mar 28 2022 08:27:16 GMT-0400 (Eastern Daylight Time),1648470436311,"cancelled,justin!,sftp,snf,voice"
5862f9b5da77100b44b0f5e9,Banderole Test 2,Tue Dec 27 2016 18:31:01 GMT-0500 (Eastern Standard Time),1482881461837,,Mon Mar 28 2022 08:27:16 GMT-0400 (Eastern Daylight Time),1648470436793,"demo,test"
5898dfb59c05525da5131144,N8 Test ,Mon Feb 06 2017 15:42:29 GMT-0500 (Eastern Standard Time),1486413749643,,Mon Mar 28 2022 08:27:17 GMT-0400 (Eastern Daylight Time),1648470437267,test
58a02f5874410f6d8ae097a5,International Medical Center,Sun Feb 12 2017 04:48:08 GMT-0500 (Eastern Standard Time),1486892888919,Tue Jul 24 2018 15:18:52 GMT-0400 (Eastern Daylight Time),Mon Mar 28 2022 08:27:17 GMT-0400 (Eastern Daylight Time),1648470437761,"international,test"
58b8695d9c055211d380c3c3,Cipher Inc,Thu Mar 02 2017 13:50:05 GMT-0500 (Eastern Standard Time),1488480605323,,Mon Mar 28 2022 08:27:18 GMT-0400 (Eastern Daylight Time),1648470438239,"official,test"
58ed262ad27cbe2ddd893286,James Test Provider,Tue Apr 11 2017 14:53:30 GMT-0400 (Eastern Daylight Time),1491936810154,,Mon Mar 28 2022 08:27:18 GMT-0400 (Eastern Daylight Time),1648470438715,"test,voice"
5902723dd27cbe3fd38fc562,HL7 Test Provider (University of Cincinnati Medical Center),Thu Apr 27 2017 18:35:41 GMT-0400 (Eastern Daylight Time),1493332541776,,Mon Mar 28 2022 08:27:19 GMT-0400 (Eastern Daylight Time),1648470439022,"hl7,implementation,orchid,sso,test"
596fe209d27cbe7ef5c258e0,Load Test Provider 9,Wed Jul 19 2017 18:49:45 GMT-0400 (Eastern Daylight Time),1500504585096,Thu Dec 12 2019 03:18:39 GMT-0500 (Eastern Standard Time),Mon Mar 28 2022 08:27:19 GMT-0400 (Eastern Daylight Time),1648470439572,test
5a5f7d5fd27cbe7293075a8a,Eph Test,Wed Jan 17 2018 11:44:15 GMT-0500 (Eastern Standard Time),1516207455709,,Mon Mar 28 2022 08:27:20 GMT-0400 (Eastern Daylight Time),1648470440044,test
5aa81efd74410fa8504e9aea,Geisinger Health System,Tue Mar 13 2018 14:57:01 GMT-0400 (Eastern Daylight Time),1520967421447,Mon Apr 25 2022 01:19:12 GMT-0400 (Eastern Daylight Time),Wed Apr 20 2022 22:02:05 GMT-0400 (Eastern Daylight Time),1650506525524,"hl7,implementation,orchid,sftp,sso"
5b0f0446ff16723193621fca,HL7 Test Provider (Reid Health),Wed May 30 2018 16:06:30 GMT-0400 (Eastern Daylight Time),1527710790784,,Mon Mar 28 2022 08:27:21 GMT-0400 (Eastern Daylight Time),1648470441142,"hl7,orchid,test"
5b1022c2d27cbe6f92a81481,HL7 Test Provider (RCCH HealthCare Partners),Thu May 31 2018 12:28:50 GMT-0400 (Eastern Daylight Time),1527784130489,,Mon Mar 28 2022 08:27:21 GMT-0400 (Eastern Daylight Time),1648470441609,"hl7,orchid,test"
5b2a88acd27cbe7a1637e8dc,Test Hospital,Wed Jun 20 2018 13:02:36 GMT-0400 (Eastern Daylight Time),1529514156377,,Mon Mar 28 2022 08:27:22 GMT-0400 (Eastern Daylight Time),1648470442082,test
5b3bbc51d27cbec9ece7e990,Disney Hospital 2.0,Tue Jul 03 2018 14:11:29 GMT-0400 (Eastern Daylight Time),1530641489293,Thu Apr 21 2022 13:13:04 GMT-0400 (Eastern Daylight Time),Thu Apr 21 2022 12:48:58 GMT-0400 (Eastern Daylight Time),1650559738471,"demo,test"
5b71f329ff16722f5cb4edb2,Sutter Independent Physicians,Mon Aug 13 2018 17:07:53 GMT-0400 (Eastern Daylight Time),1534194473699,Fri Apr 22 2022 10:59:20 GMT-0400 (Eastern Daylight Time),Wed Apr 20 2022 22:02:52 GMT-0400 (Eastern Daylight Time),1650506572626,"ambulatory,kiosk"
5600359961706f4011d61a00,SOSAS,Mon Sep 21 2015 12:51:37 GMT-0400 (Eastern Daylight Time),1442854297985,,Mon Mar 28 2022 08:27:23 GMT-0400 (Eastern Daylight Time),1648470443275,"test,unknown"
55b0ed2052414905aa3f0700,Saint Joseph's Medical Center,Thu Jul 23 2015 09:33:20 GMT-0400 (Eastern Daylight Time),1437658400193,Thu Jul 23 2015 11:46:36 GMT-0400 (Eastern Daylight Time),Mon Mar 28 2022 08:27:23 GMT-0400 (Eastern Daylight Time),1648470443758,"cancelled,orchid"
548b5fe552414963751c0000,WFHC All Saints,Fri Dec 12 2014 16:36:37 GMT-0500 (Eastern Standard Time),1418420197758,Mon Aug 15 2016 10:46:54 GMT-0400 (Eastern Daylight Time),Mon Mar 28 2022 08:27:24 GMT-0400 (Eastern Daylight Time),1648470444231,cancelled
5628fda05241492dafde0600,Maryland Community Health System,Thu Oct 22 2015 11:15:44 GMT-0400 (Eastern Daylight Time),1445526944556,Mon Apr 25 2022 08:06:23 GMT-0400 (Eastern Daylight Time),Thu Apr 21 2022 06:32:30 GMT-0400 (Eastern Daylight Time),1650537150270,"fqhc,sftp,voice"
556d652f52414909d66c0100,Wizard Training Hospital (ACH),Tue Jun 02 2015 04:11:27 GMT-0400 (Eastern Daylight Time),1433232687114,Thu Jun 04 2015 09:11:59 GMT-0400 (Eastern Daylight Time),Mon Mar 28 2022 08:27:25 GMT-0400 (Eastern Daylight Time),1648470445064,test
559bd6a2524149452d760000,Jenkins,Tue Jul 07 2015 09:39:46 GMT-0400 (Eastern Daylight Time),1436276386224,Tue Mar 22 2022 14:38:18 GMT-0400 (Eastern Daylight Time),Mon Mar 28 2022 08:27:25 GMT-0400 (Eastern Daylight Time),1648470445381,test
53d915aa61706f4842020000,United Regional Hospital,Wed Jul 30 2014 11:56:26 GMT-0400 (Eastern Daylight Time),1406735786946,Mon Apr 25 2022 13:14:41 GMT-0400 (Eastern Daylight Time),Wed Apr 20 2022 21:43:04 GMT-0400 (Eastern Daylight Time),1650505384379,"orchid,voice"
520b9fed677aff2618000073,UCSF Medical Center,Wed Aug 14 2013 11:19:09 GMT-0400 (Eastern Daylight Time),1376493549476,Mon Apr 25 2022 15:49:55 GMT-0400 (Eastern Daylight Time),Thu Apr 21 2022 13:55:30 GMT-0400 (Eastern Daylight Time),1650563730871,"kiosk,orchid,preventive,sso,view,voice"
55940e9c5241495e497c0100,Oneida Health Care,Wed Jul 01 2015 12:00:28 GMT-0400 (Eastern Daylight Time),1435766428004,Wed Feb 02 2022 04:02:33 GMT-0500 (Eastern Standard Time),Wed Apr 20 2022 22:01:25 GMT-0400 (Eastern Daylight Time),1650506485062,"cancelled,justin!,orchid,voice"
51b63f0a677aff00e7000485,Advocate Health Care 2,Mon Jun 10 2013 17:03:06 GMT-0400 (Eastern Daylight Time),1370898186393,Fri Jan 31 2014 06:23:04 GMT-0500 (Eastern Standard Time),Mon Mar 28 2022 08:27:27 GMT-0400 (Eastern Daylight Time),1648470447027,cancelled
572711b64004120d850001bc,NYC Health and Hospitals Corporation,Mon May 02 2016 04:37:10 GMT-0400 (Eastern Daylight Time),1462178230122,Mon Jun 07 2021 21:19:03 GMT-0400 (Eastern Daylight Time),Wed Apr 20 2022 22:02:03 GMT-0400 (Eastern Daylight Time),1650506523051,"dsrip,pam,voice"
5730ee00acc0db0fee00012f,Northwell Health,Mon May 09 2016 16:07:28 GMT-0400 (Eastern Daylight Time),1462824448085,Mon Apr 25 2022 08:20:10 GMT-0400 (Eastern Daylight Time),Mon Apr 25 2022 11:04:37 GMT-0400 (Eastern Daylight Time),1650899077961,"hl7,orchid,sso"
577c07b1677aff7cdee506f7,GreenTree Hospital,Tue Jul 05 2016 15:17:05 GMT-0400 (Eastern Daylight Time),1467746225585,Tue Oct 10 2017 15:18:20 GMT-0400 (Eastern Daylight Time),Wed Apr 20 2022 22:02:49 GMT-0400 (Eastern Daylight Time),1650506569769,test
57d97f3bacc0db71e593dd90,LHC Training,Wed Sep 14 2016 12:47:55 GMT-0400 (Eastern Daylight Time),1473871675841,Fri May 12 2017 14:25:32 GMT-0400 (Eastern Daylight Time),Mon Mar 28 2022 08:27:28 GMT-0400 (Eastern Daylight Time),1648470448933,cancelled
57ff8cf1acc0db19110d2f38,IP Whitelisting Test UAB,Thu Oct 13 2016 09:32:33 GMT-0400 (Eastern Daylight Time),1476365553445,,Mon Mar 28 2022 08:27:29 GMT-0400 (Eastern Daylight Time),1648470449396,test
58053c65acc0db3fc66786fc,Orchid Checklist Pilot Provider (Brazil),Mon Oct 17 2016 17:02:29 GMT-0400 (Eastern Daylight Time),1476738149072,,Mon Mar 28 2022 08:27:29 GMT-0400 (Eastern Daylight Time),1648470449858,test
581cc20d8e82a874a7934afc,Providence SSO Tester,Fri Nov 04 2016 13:14:53 GMT-0400 (Eastern Daylight Time),1478279693780,,Mon Mar 28 2022 08:27:30 GMT-0400 (Eastern Daylight Time),1648470450316,test
5898a2289c05524cb77f4e94,AW test ,Mon Feb 06 2017 11:19:52 GMT-0500 (Eastern Standard Time),1486397992978,Tue Aug 22 2017 17:17:41 GMT-0400 (Eastern Daylight Time),Mon Mar 28 2022 08:27:30 GMT-0400 (Eastern Daylight Time),1648470450777,test
58bec2ba9c0552285aece491,HL7 Test Provider (Inova Fairfax Hospital),Tue Mar 07 2017 09:24:58 GMT-0500 (Eastern Standard Time),1488896698167,Mon Mar 21 2022 10:54:46 GMT-0400 (Eastern Daylight Time),Mon Mar 28 2022 08:27:31 GMT-0400 (Eastern Daylight Time),1648470451084,"hl7,test"
58f6cd49d27cbe42a2fed86f,University of Cincinnati Medical Center,Tue Apr 18 2017 22:36:57 GMT-0400 (Eastern Daylight Time),1492569417822,Fri Apr 22 2022 10:06:23 GMT-0400 (Eastern Daylight Time),Wed Apr 20 2022 22:04:24 GMT-0400 (Eastern Daylight Time),1650506664282,"hl7,orchid,sso"
59401a28d27cbe5508740e30,Fiona's Test Provider,Tue Jun 13 2017 13:00:24 GMT-0400 (Eastern Daylight Time),1497373224388,Fri Oct 26 2018 08:52:22 GMT-0400 (Eastern Daylight Time),Wed Apr 20 2022 22:03:40 GMT-0400 (Eastern Daylight Time),1650506620412,test
59b9c6cfff167266f48919b7,Michael Scott's Dunder Mifflin,Wed Sep 13 2017 20:01:19 GMT-0400 (Eastern Daylight Time),1505347279461,Mon Oct 30 2017 20:46:39 GMT-0400 (Eastern Daylight Time),Mon Mar 28 2022 08:27:32 GMT-0400 (Eastern Daylight Time),1648470452333,test
5a5f700eff16728a39a7d26a,Happy2Be Healthy,Wed Jan 17 2018 10:47:26 GMT-0500 (Eastern Standard Time),1516204046564,Tue May 22 2018 18:15:57 GMT-0400 (Eastern Daylight Time),Mon Mar 28 2022 08:27:32 GMT-0400 (Eastern Daylight Time),1648470452817,test
5aba867cff1672194cd194f3,Wilson N Jones,Tue Mar 27 2018 13:59:24 GMT-0400 (Eastern Daylight Time),1522173564902,,Mon Mar 28 2022 08:27:33 GMT-0400 (Eastern Daylight Time),1648470453292,"cancelled,sftp,voice"
5af48014ff167217fbe09c60,Reid Health,Thu May 10 2018 13:23:32 GMT-0400 (Eastern Daylight Time),1525973012640,Mon Apr 25 2022 09:02:24 GMT-0400 (Eastern Daylight Time),Wed Apr 20 2022 22:01:44 GMT-0400 (Eastern Daylight Time),1650506504968,"hl7,orchid"
5b102bafff16727ce9d6aec7,Anne Arundel Medical Center,Thu May 31 2018 13:06:55 GMT-0400 (Eastern Daylight Time),1527786415474,Tue Apr 23 2019 18:05:27 GMT-0400 (Eastern Daylight Time),Mon Mar 28 2022 08:27:34 GMT-0400 (Eastern Daylight Time),1648470454105,"cancelled,hl7,justin!,voice"
5b280fd1d27cbe564691382a,Project Pathways,Mon Jun 18 2018 16:02:25 GMT-0400 (Eastern Daylight Time),1529352145031,Mon Sep 03 2018 18:45:20 GMT-0400 (Eastern Daylight Time),Mon Mar 28 2022 08:27:34 GMT-0400 (Eastern Daylight Time),1648470454567,test
5b2acf00d27cbe748e37ea89,Hogwarts Hospital of Magic,Wed Jun 20 2018 18:02:40 GMT-0400 (Eastern Daylight Time),1529532160992,,Mon Mar 28 2022 08:27:35 GMT-0400 (Eastern Daylight Time),1648470455041,test
5b482382ff16725776122ae8,MSSP Test Environment,Thu Jul 12 2018 23:58:58 GMT-0400 (Eastern Daylight Time),1531454338878,Fri Jul 13 2018 01:31:17 GMT-0400 (Eastern Daylight Time),Mon Mar 28 2022 08:27:35 GMT-0400 (Eastern Daylight Time),1648470455511,test
5463b63852414974d6090000,Maine Coast Memorial Hospital,Wed Nov 12 2014 14:34:16 GMT-0500 (Eastern Standard Time),1415820856290,Thu Jul 05 2018 06:16:55 GMT-0400 (Eastern Daylight Time),Mon Mar 28 2022 08:27:35 GMT-0400 (Eastern Daylight Time),1648470455979,"cancelled,voice"
56280aa161706f48b9af0c00,Visiting Nurse Service of New York,Wed Oct 21 2015 17:58:57 GMT-0400 (Eastern Daylight Time),1445464737742,,Mon Mar 28 2022 08:27:36 GMT-0400 (Eastern Daylight Time),1648470456444,test
543d9afa5241491df70e0000,Sparrow Health System,Tue Oct 14 2014 17:51:54 GMT-0400 (Eastern Daylight Time),1413323514701,Mon Dec 22 2014 17:23:07 GMT-0500 (Eastern Standard Time),Mon Mar 28 2022 08:27:36 GMT-0400 (Eastern Daylight Time),1648470456908,cancelled
56253f1361706f73e36c0700,Interfaith Medical Center,Mon Oct 19 2015 15:05:55 GMT-0400 (Eastern Daylight Time),1445281555721,Tue Feb 15 2022 16:50:33 GMT-0500 (Eastern Standard Time),Wed Apr 20 2022 21:26:15 GMT-0400 (Eastern Daylight Time),1650504375514,orchid
56549db752414960e31e0200,Carle Foundation,Tue Nov 24 2015 12:26:15 GMT-0500 (Eastern Standard Time),1448385975212,Mon Apr 04 2022 05:32:03 GMT-0400 (Eastern Daylight Time),Tue Apr 12 2022 11:08:40 GMT-0400 (Eastern Daylight Time),1649776120936,"hl7,orchid"
559573e752414972213d0100,Salem Regional Medical Center,Thu Jul 02 2015 13:24:55 GMT-0400 (Eastern Daylight Time),1435857895091,Tue Jan 26 2016 07:18:52 GMT-0500 (Eastern Standard Time),Mon Mar 28 2022 08:27:38 GMT-0400 (Eastern Daylight Time),1648470458117,cancelled
5175a6c21b85b034fb000073,Franciscan Health System,Mon Apr 22 2013 17:08:18 GMT-0400 (Eastern Daylight Time),1366664898826,Wed Mar 31 2021 19:58:54 GMT-0400 (Eastern Daylight Time),Wed Apr 20 2022 22:01:16 GMT-0400 (Eastern Daylight Time),1650506476750,"hl7,orchid,voice"
55365e525241497d90580100,Baylor Scott & White Health,Tue Apr 21 2015 10:27:30 GMT-0400 (Eastern Daylight Time),1429626450721,Tue Apr 05 2022 17:24:44 GMT-0400 (Eastern Daylight Time),Wed Apr 06 2022 18:52:33 GMT-0400 (Eastern Daylight Time),1649285553014,cancelled
554008ab52414951751c0000,Mercy Health System,Tue Apr 28 2015 18:24:43 GMT-0400 (Eastern Daylight Time),1430259883485,Wed Sep 15 2021 01:07:26 GMT-0400 (Eastern Daylight Time),Mon Mar 28 2022 08:27:39 GMT-0400 (Eastern Daylight Time),1648470459319,"cancelled,hl7,justin!,orchid"
547df4565241490d16a20200,OSF HealthCare,Tue Dec 02 2014 12:18:14 GMT-0500 (Eastern Standard Time),1417540694625,Thu Jan 28 2021 15:05:12 GMT-0500 (Eastern Standard Time),Mon Mar 28 2022 08:27:39 GMT-0400 (Eastern Daylight Time),1648470459801,"cancelled,hl7,justin!,orchid"
558bfd3b5241490e05410800,Kaleida Health,Thu Jun 25 2015 09:08:11 GMT-0400 (Eastern Daylight Time),1435237691278,,Mon Mar 28 2022 08:27:40 GMT-0400 (Eastern Daylight Time),1648470460273,"echo,hl7,orchid,sso,view,voice"
51ae764dacc0dbd4a700000d,SCL - Lutheran Medical Center,Tue Jun 04 2013 19:20:45 GMT-0400 (Eastern Daylight Time),1370388045654,Thu Dec 06 2018 06:15:29 GMT-0500 (Eastern Standard Time),Wed Apr 20 2022 22:02:26 GMT-0400 (Eastern Daylight Time),1650506546230,"cancelled,echo,hl7,orchid,voice"
5591d9ba524149067a3f0500,HL7 Test Provider (Sentara),Mon Jun 29 2015 19:50:18 GMT-0400 (Eastern Daylight Time),1435621818044,Tue Sep 01 2015 19:28:17 GMT-0400 (Eastern Daylight Time),Mon Mar 28 2022 08:27:41 GMT-0400 (Eastern Daylight Time),1648470461307,"hl7,test"
5666fb3941706f6963110900,CHS Best Practices,Tue Dec 08 2015 10:46:01 GMT-0500 (Eastern Standard Time),1449589561670,,Mon Mar 28 2022 08:27:41 GMT-0400 (Eastern Daylight Time),1648470461764,"demo,test"
5730afdf677aff66940000fd,IP Whitelist Tester (HFHS),Mon May 09 2016 11:42:23 GMT-0400 (Eastern Daylight Time),1462808543602,,Mon Mar 28 2022 08:27:42 GMT-0400 (Eastern Daylight Time),1648470462237,test
57853ad3acc0db6fa9464e69,Test Hospital ,Tue Jul 12 2016 14:45:38 GMT-0400 (Eastern Daylight Time),1468349138984,,Mon Mar 28 2022 08:27:42 GMT-0400 (Eastern Daylight Time),1648470462701,test
57963999acc0db319b531d08,HL7 Test Provider (Missouri),Mon Jul 25 2016 12:08:57 GMT-0400 (Eastern Daylight Time),1469462937860,,Mon Mar 28 2022 08:27:43 GMT-0400 (Eastern Daylight Time),1648470463169,"hl7,test"
5915c42bd27cbe2e83e81a86,Central Perk Health System,Fri May 12 2017 10:18:19 GMT-0400 (Eastern Daylight Time),1494598699144,Fri Nov 30 2018 12:35:11 GMT-0500 (Eastern Standard Time),Mon Mar 28 2022 08:27:43 GMT-0400 (Eastern Daylight Time),1648470463637,test
59357e95d27cbe448029e1e2,Summer Interns 2017,Mon Jun 05 2017 11:53:57 GMT-0400 (Eastern Daylight Time),1496678037959,Mon Jul 17 2017 11:25:00 GMT-0400 (Eastern Daylight Time),Mon Mar 28 2022 08:27:44 GMT-0400 (Eastern Daylight Time),1648470464087,test
593fe7e074410f0235ae1798,HL7 Test Provider (John T Mather Memorial Hospital ),Tue Jun 13 2017 09:25:52 GMT-0400 (Eastern Daylight Time),1497360352046,,Mon Mar 28 2022 08:27:44 GMT-0400 (Eastern Daylight Time),1648470464592,"hl7,test"
5b44e20dd27cbe3dce095815,HL7 Test Care Provider (Covenant),Tue Jul 10 2018 12:42:53 GMT-0400 (Eastern Daylight Time),1531240973933,,Mon Mar 28 2022 08:27:45 GMT-0400 (Eastern Daylight Time),1648470465060,"hl7,implementation,test"
5b7aeb0174410f6aa305e96d,Ekin Lalaland,Mon Aug 20 2018 12:23:29 GMT-0400 (Eastern Daylight Time),1534782209717,Thu Jun 04 2020 12:02:52 GMT-0400 (Eastern Daylight Time),Mon Mar 28 2022 08:27:45 GMT-0400 (Eastern Daylight Time),1648470465523,test
556f4e7f52414947ffb50000,Alecto Healthcare,Wed Jun 03 2015 14:59:11 GMT-0400 (Eastern Daylight Time),1433357951112,Mon Apr 25 2022 12:38:51 GMT-0400 (Eastern Daylight Time),Wed Apr 20 2022 22:03:37 GMT-0400 (Eastern Daylight Time),1650506617332,"hl7,orchid,sftp,voice"
517521e226a97a154c000003,North Shore - Long Island Jewish,Mon Apr 22 2013 07:41:22 GMT-0400 (Eastern Daylight Time),1366630882412,,Mon Mar 28 2022 08:27:46 GMT-0400 (Eastern Daylight Time),1648470466332,test
565f6b4741706f3d9eaa0100,HL7 Test Provider (South Shore),Wed Dec 02 2015 17:05:59 GMT-0500 (Eastern Standard Time),1449093959248,,Mon Mar 28 2022 08:27:46 GMT-0400 (Eastern Daylight Time),1648470466790,"hl7,test"
5175aa971b85b034fb00007c,St. Joseph's Hospital and Health Center,Mon Apr 22 2013 17:24:39 GMT-0400 (Eastern Daylight Time),1366665879444,Mon Apr 25 2022 08:07:04 GMT-0400 (Eastern Daylight Time),Thu Apr 21 2022 08:03:44 GMT-0400 (Eastern Daylight Time),1650542624913,voice
519557b673d8383f82000018,Holy Cross Hospital,Thu May 16 2013 18:03:34 GMT-0400 (Eastern Daylight Time),1368741814946,Tue Oct 13 2020 06:00:44 GMT-0400 (Eastern Daylight Time),Wed Apr 20 2022 22:02:56 GMT-0400 (Eastern Daylight Time),1650506576784,"cancelled,justin!,voice"
53dfa9af5241492480080000,UCSD Medical Center,Mon Aug 04 2014 11:41:35 GMT-0400 (Eastern Daylight Time),1407166895214,Mon Apr 25 2022 11:37:49 GMT-0400 (Eastern Daylight Time),Thu Apr 21 2022 19:33:11 GMT-0400 (Eastern Daylight Time),1650583991308,"preventive,voice"
517801601b85b02a1e000003,Charleston Area Medical Center,Wed Apr 24 2013 11:59:28 GMT-0400 (Eastern Daylight Time),1366819168539,Mon Apr 25 2022 09:01:39 GMT-0400 (Eastern Daylight Time),Wed Apr 20 2022 22:01:57 GMT-0400 (Eastern Daylight Time),1650506517086,voice
5519b9135241491e373c0200,Shannon Medical Center,Mon Mar 30 2015 16:58:59 GMT-0400 (Eastern Daylight Time),1427749139431,Fri Oct 01 2021 08:29:42 GMT-0400 (Eastern Daylight Time),Mon Mar 28 2022 08:27:48 GMT-0400 (Eastern Daylight Time),1648470468658,"cancelled,hl7,orchid,voice"
